title,totalScore,reviewsCount,street,city,state,website,phone,categoryName,url
domino pizza,2.6,575,1544 broadway,brooklyn,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 347 657 7577,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijlaf_m2tcwokrbwrvjpdk-4u
domino pizza,3.9,391,592 columbus ave,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 212 496 5900,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijorz9rjxywokrdgky9pvd_za
domino pizza,2.8,308,554 5th ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 718 972 3733,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijcun3merawokrl5j_bdzjyqa
domino pizza,3.3,314,965 amsterdam ave,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 212 222 2000,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijubcrucp2wokruckx7arkoha
domino pizza,2.3,447,364 bay st,staten island,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 273 4848,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijiystos1pwokrgg2zo-nkajy
domino pizza,2.9,268,1785 victory blvd,staten island,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 208 4900,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijbwntxifowokrtpq8kjb_hle
domino pizza,3.6,52,6410 amboy rd,staten island,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,347 705 7411,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijjytpi7nlwokr0kstpuc2hui
domino pizza,2.2,488,686c nereid ave,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 882 4393,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijf38c69nywokrgqgdpbammde
domino pizza,3.6,380,170 w 23rd st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 243 5700,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijftnumltzwokrd2os-fd0rzk
domino pizza,3.4,154,16 w 8th st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 353 3100,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijzd2zk5dzwokrx1hjc25h0o8
domino pizza,3.5,294,148 w 72nd st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 501 0200,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijw0sfsypywokr2ym0sootobq
domino pizza,3.5,342,181 church st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 566 8888,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chiju2sszr9awokrrh6dgliho-m
domino pizza,3.2,320,196 stanton st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 677 7776,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijtbijdyrzwokrzh2hm_aw0co
domino pizza,3.7,201,45 catherine st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 802 4444,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijsz1l2yvawokrxftptgqmzly
domino pizza,3.1,417,1430 richmond ave,staten island,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 370 2000,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij7ytx2e9mwokrvqx0v6gn8fm
domino pizza,3.2,341,3626 bell blvd,bayside,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 225 7575,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijt8kh4nskwokrkfnp_n10jou
domino pizza,2.4,752,188 07 union tpke,fresh meadow,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 776 0330,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijwqhxwqzhwokr3fhhjrat8xm
domino pizza,3.3,622,7802 jamaica ave,woodhaven,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 296 0303,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijl15teuddwokrww9tf2esht0
pizza restaurant,4.0,510,755 targee st,staten island,new york,https://mypizzany.com/,718 720 7777,pizza delivery,https://www.google.com/maps/search/?api=1&query=my%20pizza%20and%20restaurant&query_place_id=chij7zwpzflowokrqwowrgmt3dg
domino pizza,2.7,588,10962 francis lewis blvd,queens village,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 718 776 3030,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijn5wqe2fhwokrbg8fgjhubpc
domino pizza,2.9,757,109 50 merrick blvd,queen,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 718 658 4200,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij4ur7hszhwokrmqmuk1gaywq
domino pizza,3.1,509,13857 queens blvd,jamaica,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 718 739 3334,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijgwfducbgwokrl5xuw83lgqe
domino pizza,2.8,698,8717 lefferts blvd,richmond hill,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 347 644 2844,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijs1ruhk5gwokrhlmpqnuavda
domenico pizza pasta,4.2,219,5838 amboy rd,staten island,new york,https://www.domenicospizzeriamenu.com/?utm_source=gbp,718 966 0114,pizza restaurant,https://www.google.com/maps/search/?api=1&query=domenico's%20pizza%20%26%20pasta&query_place_id=chijwqp44bhkwokrwxs0y30nbeq
domino pizza,2.6,381,146 smith st,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 596 7000,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijk8ur31fawokrjv5x7iwj4au
domino pizza,2.4,570,886 dekalb ave,brooklyn,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,917 909 6464,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijy3cuyprbwokrcylswa3m3eu
domino pizza,2.6,451,328 myrtle ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 522 3733,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijk14kuldbwokraj4qwb3yhcy
pino pizzeria,4.3,144,1026 rossville ave,staten island,new york,https://www.orderpinospizzeriamenu.com/,718 966 9486,pizza delivery,https://www.google.com/maps/search/?api=1&query=pino's%20pizzeria&query_place_id=chijo6qdgcllwokr-wrywrkx-ma
domino pizza,3.6,352,247 22 s conduit ave,rosedale,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 717 8877,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijoevjwhfkwokresvcv4t_yle
pizza twist,3.6,310,259 hillside ave suite 7,queen,new york,https://order.online/online-ordering/business/-71389/,516 865 6555,pizza restaurant,https://www.google.com/maps/search/?api=1&query=pizza%20twist&query_place_id=chij36ffiwbjwokrrf6w9exp-oo
angelo pizza,4.0,407,39 03 103rd st,queen,new york,https://www.angelospizzacoronamenu.com/,718 335 8637,pizza delivery,https://www.google.com/maps/search/?api=1&query=angelo's%20pizza&query_place_id=chijn4azbsdfwokrieueva1_gmy
corona pizza,4.3,465,5123 108th st,queen,new york,http://www.coronapizzamenu.com/?utm_source=gbp,718 271 3736,pizza delivery,https://www.google.com/maps/search/?api=1&query=corona%20pizza&query_place_id=chijg891oc5fwokrqprx5jbe-ss
papa johns pizza,3.6,272,99 06 northern blvd ste 1,corona,new york,https://locations.papajohns.com/united-states/ny/11368/corona/99-06-northern-blvd?utm_source=gmb&utm_medium=organic&y_source=1_mta2oti2ndktnze1lwxvy2f0aw9ulndlynnpdgu%3d,718 507 7991,pizza restaurant,https://www.google.com/maps/search/?api=1&query=papa%20johns%20pizza&query_place_id=chijodjzol5fwokr8p-vmlglvki
pizza point,4.0,38,202 20 rockaway point blvd,queen,new york,http://www.pizzaonthepoint.nyc/,718 634 0100,pizza restaurant,https://www.google.com/maps/search/?api=1&query=pizza%20on%20the%20point&query_place_id=chij9whik0rdwokrepvvclay9ss
divino pizzeria restaurant,4.4,910,164 02 cross bay blvd,queen,new york,http://www.divinospizzeria.com/,718 738 2005,pizza restaurant,https://www.google.com/maps/search/?api=1&query=divino%20pizzeria%20restaurant&query_place_id=chij8s1cmofnwokrvfksngyt_6w
papa johns pizza,3.3,188,2175 hylan blvd./ midland,staten island,ny,https://locations.papajohns.com/united-states/ny/10306/staten-island/2175-hylan-blvd/-midland?utm_source=gmb&utm_medium=organic&y_source=1_mta2oti2ntgtnze1lwxvy2f0aw9ulndlynnpdgu%3d,718 667 3202,pizza restaurant,https://www.google.com/maps/search/?api=1&query=papa%20johns%20pizza&query_place_id=chijettgs7vowokrko1co41abh
pizza hut,3.3,779,1501 pitkin ave,brooklyn,new york,https://locations.pizzahut.com/ny/brooklyn/1501-pitkin-ave?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=310979,718 922 6532,pizza delivery,https://www.google.com/maps/search/?api=1&query=pizza%20hut&query_place_id=chijrsc3hmfcwokrh26i5ngctpw
papa johns pizza,3.2,164,19318 northern blvd,flush,new york,https://locations.papajohns.com/united-states/ny/11358/flushing/19318-northern-blvd?utm_source=gmb&utm_medium=organic&y_source=1_mta2oti2mzitnze1lwxvy2f0aw9ulndlynnpdgu%3d,718 224 3311,pizza restaurant,https://www.google.com/maps/search/?api=1&query=papa%20johns%20pizza&query_place_id=chijlces2d9hwokracj4qlewvaw
papa johns pizza,3.7,260,14714 45th ave,flush,new york,https://locations.papajohns.com/united-states/ny/11355/flushing/14714-45th-ave?utm_source=gmb&utm_medium=organic&y_source=1_mta2oti2ndytnze1lwxvy2f0aw9ulndlynnpdgu%3d,718 463 7272,pizza restaurant,https://www.google.com/maps/search/?api=1&query=papa%20johns%20pizza&query_place_id=chijz_kuhd5gwokr_amhalyjvzk
blaze pizza,4.3,871,187 12 horace harding expy,fresh meadow,new york,https://locations.blazepizza.com/ny/fresh-meadows/187-12-horace-harding-expressway?utm_source=gmb&utm_medium=yext,718 313 4488,pizza restaurant,https://www.google.com/maps/search/?api=1&query=blaze%20pizza&query_place_id=chijt2hw0t1hwokrnfg39svpebo
pizza hut,3.2,911,601 westchester ave,bronx,new york,https://locations.pizzahut.com/ny/bronx/601-westchester-avenue?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=308816,718 585 1401,pizza delivery,https://www.google.com/maps/search/?api=1&query=pizza%20hut&query_place_id=chijdqqutrf1wokrfhevrxeku_a
domenico pizzeria,4.5,147,3295 amboy rd,staten island,new york,http://www.domenicospizzeria.com/,+1 718 351 2100,pizza restaurant,https://www.google.com/maps/search/?api=1&query=domenico's%20pizzeria&query_place_id=chijtxfle-hlwokrdzpow4scvqo
pizza hut,3.5,878,22003 hillside ave,queens village,new york,https://locations.pizzahut.com/ny/queens-village/22003-hillside-ave?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=293845,718 776 0606,pizza delivery,https://www.google.com/maps/search/?api=1&query=pizza%20hut&query_place_id=chijxq4swyhiwokrlgegkgnj5iq
little caesars pizza,3.7,420,218 14 hempstead ave,queens village,new york,https://littlecaesars.com/en-us/store/9513,718 217 7271,pizza delivery,https://www.google.com/maps/search/?api=1&query=little%20caesars%20pizza&query_place_id=chiju_e3jm5jwokrjbtewe2aat0
papa johns pizza,3.1,275,8953 francis lewis blvd,queens village,new york,https://locations.papajohns.com/united-states/ny/11427/queens-village/8953-francis-lewis-blvd?utm_source=gmb&utm_medium=organic&y_source=1_mta2oti2mzutnze1lwxvy2f0aw9ulndlynnpdgu%3d,718 264 7272,pizza restaurant,https://www.google.com/maps/search/?api=1&query=papa%20johns%20pizza&query_place_id=chijcxx-hxlhwokrxu8raec7zus
slice brooklyn,4.1,230,549 king hwy,brooklyn,new york,https://slicesofbrooklyn.com/,718 627 9668,pizza restaurant,https://www.google.com/maps/search/?api=1&query=slices%20of%20brooklyn&query_place_id=chij6tkekpbewokrrqplao4icji
la bella pizza express,4.2,587,2178 86th st 2nd floor,brooklyn,new york,https://www.labellapizzaexpressmenu.com/?utm_source=gbp,718 372 2200,pizza restaurant,https://www.google.com/maps/search/?api=1&query=la%20bella%20pizza%20express&query_place_id=chijww-jiwzfwokrip2rpiq-wmi
papa johns pizza,3.4,266,189 avenue u,brooklyn,new york,https://locations.papajohns.com/united-states/ny/11223/brooklyn/189-avenue-u?utm_source=gmb&utm_medium=organic&y_source=1_mta2oti2nditnze1lwxvy2f0aw9ulndlynnpdgu%3d,718 372 0000,pizza restaurant,https://www.google.com/maps/search/?api=1&query=papa%20johns%20pizza&query_place_id=chijc53ltphewokrjqxtbaqlvdc
rosa pizza,4.6,2160,62 65 fresh pond rd,ridgewood,new york,https://www.facebook.com/rosas-pizza-621567854592397/,718 497 7672,pizza restaurant,https://www.google.com/maps/search/?api=1&query=rosa's%20pizza&query_place_id=chijk77vnovewokrhejvtzf0fyu
joey pizza,4.3,797,69 07 grand ave,maspeth,new york,http://www.joeyspizzeriamaspeth.com/,718 779 5880,pizza restaurant,https://www.google.com/maps/search/?api=1&query=joey's%20pizza&query_place_id=chijg2hcifnewokrgzeyodpngfg
angelo pizza,4.3,114,57 64 maspeth ave,queen,new york,http://www.angelosmaspeth.com/?utm_source=gbp,718 326 5757,pizza restaurant,https://www.google.com/maps/search/?api=1&query=angelo's%20pizza&query_place_id=chijmd0df5vewokrhipom3emxrc
bella donna pizzeria,4.3,177,6091 54th st,queen,new york,http://www.belladonnapizzeria.com/?utm_source=gbp,718 497 1744,pizza delivery,https://www.google.com/maps/search/?api=1&query=bella%20donna%20pizzeria&query_place_id=chijsaibq5hewokreqskrzy0tpi
pronto pizza pasta,3.9,183,3297 richmond ave 2137,staten island,new york,http://www.prontopizzany.com/,718 356 2442,pizza restaurant,https://www.google.com/maps/search/?api=1&query=pronto%20pizza%20pasta&query_place_id=chijm4yynkdlwokrtomju0-o14k
pizza 2,4.3,62,113 e 125th st,new york,new york,http://pizzatogomenu.com/,646 360 3699,pizza restaurant,https://www.google.com/maps/search/?api=1&query=pizza%202%20go&query_place_id=chijczkhg_73wokrwf6dsmq_hfe
domino square rental,4.4,7,5 s 5th st,brooklyn,new york,http://www.onedominosquare.com/?utm_source=gmb&utm_medium=omg,+1 929 207 6135,apartment building,https://www.google.com/maps/search/?api=1&query=one%20domino%20square%20rental&query_place_id=chijmyt52blbwokrde42oqhqm60
domino wine bar,4.8,48,160 havemeyer st 5,brooklyn,new york,http://dominowinebarbk.com/,+1 347 457 5154,wine bar,https://www.google.com/maps/search/?api=1&query=domino%20wine%20bar&query_place_id=chijuynumkrbwokrnkkiafzd364
modern chemist domino,3.8,17,40 s 3rd st,brooklyn,new york,http://tmcstores.com/,+1 718 599 4830,pharmacy,https://www.google.com/maps/search/?api=1&query=the%20modern%20chemist%20-%20domino&query_place_id=chij4yevxv1zwokrcnirmyoi1g0
domino dental dr. lilya horowitz,4.9,212,121 s 4th st,brooklyn,new york,http://www.domino.dental/,+1 347 762 0454,dentist,https://www.google.com/maps/search/?api=1&query=domino%20dental%20-%20dr.%20lilya%20horowitz&query_place_id=chiji7yzdnxbwokrwjqb42xlp08
refinery domino,4.7,29,300 kent ave,brooklyn,new york,https://www.therefineryatdomino.com/,+1 516 715 1771,office rental agency,https://www.google.com/maps/search/?api=1&query=the%20refinery%20at%20domino&query_place_id=chije8jvo7lzwokrdfx1jxcwoum
papas pizza,4.5,158,187 bedford ave,brooklyn,new york,http://papaspizzabrooklyn.com/,+1 347 384 2010,pizza restaurant,https://www.google.com/maps/search/?api=1&query=papas%20pizza&query_place_id=chijwxpumqzzwokrgwempwzkva0
fini pizza,4.3,537,305 bedford ave,brooklyn,new york,https://www.finipizza.com/,+1 929 969 3073,pizza restaurant,https://www.google.com/maps/search/?api=1&query=fini%20pizza&query_place_id=chijs_n6dcfzwokrtbczgqsnzjs
joe pizza,4.5,2960,216 bedford ave,brooklyn,new york,http://joespizzanyc.com/,+1 718 388 2216,pizza restaurant,https://www.google.com/maps/search/?api=1&query=joe's%20pizza&query_place_id=chij_djibl5zwokrciefp14qgyw
oddfellows ice cream co. domino park,3.8,80,40 river st,brooklyn,new york,http://www.oddfellowsnyc.com/,+1 718 387 4676,ice cream shop,https://www.google.com/maps/search/?api=1&query=oddfellows%20ice%20cream%20co.%20domino%20park&query_place_id=chijo4acu1dzwokrtczaq1jgyo8
rome brooklyn pizza panzerotti,4.7,269,755 grand st,brooklyn,new york,http://www.rometobrooklynpizza.com/,+1 718 269 3239,pizza restaurant,https://www.google.com/maps/search/?api=1&query=rome%20to%20brooklyn%2c%20pizza%20%26%20panzerotti&query_place_id=chij8-f2p7fzwokro3jrt-cluho
roberta,4.0,338,6 grand st,brooklyn,new york,http://www.robertaspizza.com/,+1 718 278 2400,italian restaurant,https://www.google.com/maps/search/?api=1&query=roberta's&query_place_id=chijby7b1blzwokrzcbpwiasbty
best pizza,4.3,33,800 grand st,brooklyn,new york,http://www.bestpizzawilliamsburg.com/,+1 347 721 3051,pizza restaurant,https://www.google.com/maps/search/?api=1&query=best%20pizza&query_place_id=chijgxdsfpzzwokrep1ba0rmgek
half brewing domino park,4.6,380,34 river st,brooklyn,new york,https://otherhalfbrewing.com/location/domino-park/,+1 718 362 6199,brewery,https://www.google.com/maps/search/?api=1&query=other%20half%20brewing%20domino%20park&query_place_id=chij9bsn229zwokr0cenmnxupqg
pizza studio,4.3,842,528 gateway dr,brooklyn,new york,http://www.pizzastudio.com/locations/brooklyn/,718 964 1103,pizza restaurant,https://www.google.com/maps/search/?api=1&query=pizza%20studio&query_place_id=chijp9n7jgxdwokrqjtft8zhvty
pizza hut express,3.2,37,8801 queens blvd,elmhurst,new york,https://locations.pizzahut.com/ny/elmhurst/8801-queens-blvd?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=302242,800 948 8488,pizza restaurant,https://www.google.com/maps/search/?api=1&query=pizza%20hut%20express&query_place_id=chijp0y_0k1ewokr6xoagrpnk0i
